GameType, Year, locCity, locCountry, Rank, partCountry, Gold, Silver, Bronze, Total,Wbcountry,GDP,Pop
Summer,2004,Athina,Greece,51,Morocco,2,1,0,3,Morocco,56948015336,29855820
Summer,2004,Athina,Greece,52,Chile,2,0,1,3,Chile,100630707852,16168241
Summer,2004,Athina,Greece,53,Lithuania,1,2,0,3,Lithuania,22551543054,3435591
Summer,2004,Athina,Greece,54,Zimbabwe,1,1,1,3,Zimbabwe,5805598443,12693047
Summer,2004,Athina,Greece,55,Belgium,1,0,2,3,Belgium,361683211960,10421137
Summer,2004,Athina,Greece,56,Portugal,0,2,1,3,Portugal,185397304328,10501970
Summer,2004,Athina,Greece,57,Estonia,0,1,2,3,Estonia,12025943710,1349290
Summer,2004,Athina,Greece,58,Bahamas,1,0,1,2,"Bahamas, The",7094413000,322400
Summer,2004,Athina,Greece,59,Israel,1,0,1,2,Israel,126571173583,6809000
Summer,2004,Athina,Greece,60,Serbia and Montenegro,0,2,0,2,Montenegro,2073255525,614670
Summer,2004,Athina,Greece,61,Finland,0,2,0,2,Finland,189064585623,5228172
Summer,2004,Athina,Greece,62,Nigeria,0,0,2,2,Nigeria,87845403978,135999250
Summer,2004,Athina,Greece,63,Venezuela,0,0,2,2,"Venezuela, RB",112451400423,26261326
Summer,2004,Athina,Greece,64,Colombia,0,0,2,2,Colombia,117074865515,42527623
Summer,2004,Athina,Greece,65,Dominican Republic,1,0,0,1,Dominican Republic,22163928097,9207389
Summer,2004,Athina,Greece,66,Cameroon,1,0,0,1,Cameroon,15775356737,17674960
Summer,2004,Athina,Greece,67,United Arab Emirates,1,0,0,1,United Arab Emirates,147824374543,3658658
Summer,2004,Athina,Greece,68,Paraguay,0,1,0,1,Paraguay,8033877459,5793330
Summer,2004,Athina,Greece,69,Hong Kong,0,1,0,1,"Hong Kong SAR, China",169099768875,6783500
Summer,2004,Athina,Greece,70,India,0,1,0,1,India,721585608172,1110626108
Summer,2004,Athina,Greece,71,Eritrea,0,0,1,1,Eritrea,1109054002,4665522
Summer,2004,Athina,Greece,72,Trinidad and Tobago,0,0,1,1,Trinidad and Tobago,12884712296,1290379
Summer,2004,Athina,Greece,73,Mongolia,0,0,1,1,Mongolia,1992066759,2496248
Summer,2004,Athina,Greece,74,Syria,0,0,1,1,Syrian Arab Republic,25086930693,17676012
Winter,2002,Salt Lake City,United States,1,Germany,12,16,8,36,Germany,2006587615283,82488495
Winter,2002,Salt Lake City,United States,2,United States,10,13,11,34,United States,10980200000000,287625193
Winter,2002,Salt Lake City,United States,3,Norway,13,5,7,25,Norway,191927027230,4538159
Winter,2002,Salt Lake City,United States,4,Canada,7,3,7,17,Canada,734661951188,31362000
Winter,2002,Salt Lake City,United States,5,Austria,3,4,10,17,Austria,207537336721,8081957
Winter,2002,Salt Lake City,United States,6,Russia,5,4,4,13,Russian Federation,345110438694,145299690
Winter,2002,Salt Lake City,United States,7,Italy,4,4,5,13,Italy,1225176959595,57157406
Winter,2002,Salt Lake City,United States,8,France,4,5,2,11,France,1452030303030,61803229
Winter,2002,Salt Lake City,United States,9,Switzerland,3,2,6,11,Switzerland,286658255889,7284753
Winter,2002,Salt Lake City,United States,10,Netherlands,3,5,0,8,Netherlands,437807265199,16148929
Winter,2002,Salt Lake City,United States,11,China,2,2,4,8,China,1453827554714,1280400000
Winter,2002,Salt Lake City,United States,12,Finland,4,2,1,7,Finland,135183512140,5200598
Winter,2002,Salt Lake City,United States,13,Sweden,0,2,5,7,Sweden,250960758337,8924958
Winter,2002,Salt Lake City,United States,14,Croatia,3,1,0,4,Croatia,26524896398,4440000
Winter,2002,Salt Lake City,United States,15,South Korea,2,2,0,4,"Korea, Rep.",575928909990,47622000
Winter,2002,Salt Lake City,United States,16,Czech Republic,1,2,0,3,Czech Republic,78425201661,10204853
Winter,2002,Salt Lake City,United States,17,Estonia,1,1,1,3,Estonia,7318186727,1358644
Winter,2002,Salt Lake City,United States,18,Bulgaria,0,1,2,3,Bulgaria,15979194511,7868468
Winter,2002,Salt Lake City,United States,19,Australia,2,0,0,2,Australia,394442235245,19651400
Winter,2002,Salt Lake City,United States,20,Great Britain,1,0,1,2,United Kingdom,1620900779377,59325809
Winter,2002,Salt Lake City,United States,21,Poland,0,1,1,2,Poland,198179425151,38230364
Winter,2002,Salt Lake City,United States,22,Japan,0,1,1,2,Japan,3980819536160,127445000
Winter,2002,Salt Lake City,United States,23,Belarus,0,0,1,1,Belarus,14594925393,9865000
Winter,2002,Salt Lake City,United States,24,Slovenia,0,0,1,1,Slovenia,23136352386,1994530
Summer,2000,Sydney,Australia,1,United States,37,24,32,93,United States,10289700000000,282162411
Summer,2000,Sydney,Australia,2,Russia,32,28,29,89,Russian Federation,259708496267,146303000
Summer,2000,Sydney,Australia,3,China,28,16,14,58,China,1198474934199,1262645000
Summer,2000,Sydney,Australia,4,Australia,16,25,17,58,Australia,415208189412,19153000
Summer,2000,Sydney,Australia,5,Germany,13,17,26,56,Germany,1886401326700,82211508
Summer,2000,Sydney,Australia,6,France,13,14,11,38,France,1326334899576,60911057
Summer,2000,Sydney,Australia,7,Italy,13,8,13,34,Italy,1104009462562,56942108
Summer,2000,Sydney,Australia,8,Cuba,11,11,7,29,Cuba,30565200000,11138416
Summer,2000,Sydney,Australia,9,Great Britain,11,10,7,28,United Kingdom,1493628385535,58892514
Summer,2000,Sydney,Australia,10,South Korea,8,10,10,28,"Korea, Rep.",533384027729,47008000
Summer,2000,Sydney,Australia,11,Romania,11,6,9,26,Romania,37052636395,22442971
Summer,2000,Sydney,Australia,12,Netherlands,12,9,4,25,Netherlands,385074626866,15925513
Summer,2000,Sydney,Australia,13,Ukraine,3,10,10,23,Ukraine,31261527363,49175848
Summer,2000,Sydney,Australia,14,Japan,5,8,5,18,Japan,4731198760271,126870000
Summer,2000,Sydney,Australia,15,Hungary,8,6,3,17,Hungary,46385589534,10210971
Summer,2000,Sydney,Australia,16,Belarus,3,3,11,17,Belarus,12736856485,10005000
Summer,2000,Sydney,Australia,17,Poland,6,5,3,14,Poland,171276118424,38453757
Summer,2000,Sydney,Australia,18,Canada,3,3,8,14,Canada,724918860683,30769700
Summer,2000,Sydney,Australia,19,Bulgaria,5,6,2,13,Bulgaria,12903546765,8170172
Summer,2000,Sydney,Australia,20,Greece,4,6,3,13,Greece,124418164455,10917482
Summer,2000,Sydney,Australia,21,Sweden,4,5,3,12,Sweden,247260155858,8872109
Summer,2000,Sydney,Australia,22,Brazil,0,6,6,12,Brazil,644701831101,174504898
Summer,2000,Sydney,Australia,23,Spain,3,3,5,11,Spain,580345494748,40263216
Summer,2000,Sydney,Australia,24,Norway,4,3,3,10,Norway,168288531891,4490967
Summer,2000,Sydney,Australia,25,Switzerland,1,6,2,9,Switzerland,256042925982,7184250
Summer,2000,Sydney,Australia,26,Jamaica,0,6,3,9,Jamaica,9008629729,2589389
Summer,2000,Sydney,Australia,27,Ethiopia,4,1,3,8,Ethiopia,8098332674,66024199
Summer,2000,Sydney,Australia,28,Czech Republic,2,3,3,8,Czech Republic,58807244368,10272322
Summer,2000,Sydney,Australia,29,Kazakhstan,3,4,0,7,Kazakhstan,18291990619,14883626
Summer,2000,Sydney,Australia,30,Kenya,2,3,2,7,Kenya,12705350153,31285050
Summer,2000,Sydney,Australia,31,Denmark,2,3,1,6,Denmark,160082517846,5339616
Summer,2000,Sydney,Australia,32,Indonesia,1,3,2,6,Indonesia,165021012262,208938698
Summer,2000,Sydney,Australia,33,Mexico,1,2,3,6,Mexico,692177614210,103873607
Summer,2000,Sydney,Australia,34,Georgia,0,0,6,6,Georgia,3057453461,4418300
Summer,2000,Sydney,Australia,35,Turkey,3,0,2,5,Turkey,266567531990,63174483
Summer,2000,Sydney,Australia,36,Lithuania,2,0,3,5,Lithuania,11434200000,3499536
Summer,2000,Sydney,Australia,37,Slovakia,1,3,1,5,Slovak Republic,28724041828,5388720
Summer,2000,Sydney,Australia,38,Algeria,1,1,3,5,Algeria,54790058957,31719449
Summer,2000,Sydney,Australia,39,South Africa,0,2,3,5,South Africa,132877640158,44000000
Summer,2000,Sydney,Australia,40,Belgium,0,2,3,5,Belgium,232672747374,10251250
Summer,2000,Sydney,Australia,41,Morocco,0,1,4,5,Morocco,37020609825,28710123
Summer,2000,Sydney,Australia,43,Iran,3,0,1,4,"Iran, Islamic Rep.",101286514977,65911052
Summer,2000,Sydney,Australia,44,Finland,2,1,1,4,Finland,121793808734,5176209
Summer,2000,Sydney,Australia,45,Uzbekistan,1,1,2,4,Uzbekistan,13760374488,24650400
Summer,2000,Sydney,Australia,46,New Zealand,1,0,3,4,New Zealand,51981385896,3857700
Summer,2000,Sydney,Australia,47,Argentina,0,2,2,4,Argentina,284203750000,36903067
Summer,2000,Sydney,Australia,48,North Korea,0,1,3,4,"Korea, Dem. Rep.",0,22840225
Summer,2000,Sydney,Australia,49,Austria,2,1,0,3,Austria,192070749954,8011566
Summer,2000,Sydney,Australia,50,Bahamas,2,0,1,3,"Bahamas, The",6327552000,297759
Summer,2000,Sydney,Australia,51,Azerbaijan,2,0,1,3,Azerbaijan,5272617196,8048600
Summer,2000,Sydney,Australia,52,Nigeria,1,2,0,3,Nigeria,46385996027,122876727
Summer,2000,Sydney,Australia,53,Serbia and Montenegro,1,1,1,3,Montenegro,984279596,611196
Summer,2000,Sydney,Australia,54,Latvia,1,1,1,3,Latvia,7833068425,2372985
Summer,2000,Sydney,Australia,55,Estonia,1,0,2,3,Estonia,5675174662,1369515
Summer,2000,Sydney,Australia,56,Thailand,1,0,2,3,Thailand,122725247706,62343379
Summer,2000,Sydney,Australia,57,Slovenia,2,0,0,2,Slovenia,19979467790,1988925
Summer,2000,Sydney,Australia,58,Croatia,1,0,1,2,Croatia,21517784659,4426000
Summer,2000,Sydney,Australia,59,Trinidad and Tobago,0,1,1,2,Trinidad and Tobago,8154315708,1267980
Summer,2000,Sydney,Australia,60,Saudi Arabia,0,1,1,2,Saudi Arabia,188441864875,20144584
Summer,2000,Sydney,Australia,61,Moldova,0,1,1,2,Moldova,1288420223,3639588
Summer,2000,Sydney,Australia,62,Costa Rica,0,0,2,2,Costa Rica,15946443103,3929588
Summer,2000,Sydney,Australia,63,Portugal,0,0,2,2,Portugal,117299520914,10225836
Summer,2000,Sydney,Australia,64,Colombia,1,0,0,1,Colombia,99886577576,39897984
Summer,2000,Sydney,Australia,65,Cameroon,1,0,0,1,Cameroon,9287367569,15927713
Summer,2000,Sydney,Australia,66,Mozambique,1,0,0,1,Mozambique,4310090791,18275618
Summer,2000,Sydney,Australia,67,Vietnam,0,1,0,1,Vietnam,33640085728,77630900
Summer,2000,Sydney,Australia,68,Uruguay,0,1,0,1,Uruguay,22823255806,3320841
Summer,2000,Sydney,Australia,69,Sri Lanka,0,1,0,1,Sri Lanka,16330810304,19102000
Summer,2000,Sydney,Australia,70,Ireland,0,1,0,1,Ireland,97331522052,3805174
Summer,2000,Sydney,Australia,71,Barbados,0,0,1,1,Barbados,3119500000,267190
Summer,2000,Sydney,Australia,72,Iceland,0,0,1,1,Iceland,8697298234,281205
Summer,2000,Sydney,Australia,73,Kuwait,0,0,1,1,Kuwait,37718011469,1906231
Summer,2000,Sydney,Australia,74,Israel,0,0,1,1,Israel,124895151203,6289000
Summer,2000,Sydney,Australia,75,Macedonia,0,0,1,1,"Macedonia, FYR",3586883989,2052129
Summer,2000,Sydney,Australia,76,Kyrgyzstan,0,0,1,1,Kyrgyz Republic,1369691955,4898400
Summer,2000,Sydney,Australia,77,Armenia,0,0,1,1,Armenia,1911563665,3076098
Summer,2000,Sydney,Australia,78,Qatar,0,0,1,1,Qatar,17759889598,593693
Summer,2000,Sydney,Australia,79,India,0,0,1,1,India,476609148198,1042261758
Summer,2000,Sydney,Australia,80,Chile,0,0,1,1,Chile,79328640264,15454402
Winter,1998,Nagano,Japan,1,Germany,12,9,8,29,Germany,2178170501278,82047195
Winter,1998,Nagano,Japan,2,Norway,10,10,5,25,Norway,151139149912,4431464
Winter,1998,Nagano,Japan,3,Russia,9,6,3,18,Russian Federation,270953116950,146899000
Winter,1998,Nagano,Japan,4,Austria,3,5,9,17,Austria,213329585371,7976789
Winter,1998,Nagano,Japan,5,Canada,6,5,4,15,Canada,616766430738,30247900
Winter,1998,Nagano,Japan,6,United States,6,3,4,13,United States,9089100000000,275854000
Winter,1998,Nagano,Japan,7,Finland,2,4,6,12,Finland,129763017356,5153498
Winter,1998,Nagano,Japan,8,Netherlands,5,4,2,11,Netherlands,402648300378,15707209
Winter,1998,Nagano,Japan,9,Japan,5,1,4,10,Japan,3914574887342,126410000
Winter,1998,Nagano,Japan,10,Italy,2,6,2,10,Italy,1224579873011,56906744
Winter,1998,Nagano,Japan,11,France,2,1,5,8,France,1468872804092,60185178
Winter,1998,Nagano,Japan,12,China,0,6,2,8,China,1019458585326,1241935000
Winter,1998,Nagano,Japan,13,Switzerland,2,2,3,7,Switzerland,278904197267,7110001
Winter,1998,Nagano,Japan,14,South Korea,3,1,2,6,"Korea, Rep.",345432412376,46287000
Winter,1998,Nagano,Japan,15,Czech Republic,1,1,1,3,Czech Republic,63863336207,10294373
Winter,1998,Nagano,Japan,16,Sweden,0,2,1,3,Sweden,254723204065,8850974
Winter,1998,Nagano,Japan,17,Belarus,0,0,2,2,Belarus,15222014828,10069000
Winter,1998,Nagano,Japan,18,Kazakhstan,0,0,2,2,Kazakhstan,22135245413,15071300
Winter,1998,Nagano,Japan,19,Bulgaria,1,0,0,1,Bulgaria,13060786998,8256786
Winter,1998,Nagano,Japan,20,Denmark,0,1,0,1,Denmark,173653145893,5304219
Winter,1998,Nagano,Japan,21,Ukraine,0,1,0,1,Ukraine,41883241480,50143939
Winter,1998,Nagano,Japan,22,Great Britain,0,0,1,1,United Kingdom,1477759191785,58487141
Winter,1998,Nagano,Japan,23,Australia,0,0,1,1,Australia,399523163535,18711000
Winter,1998,Nagano,Japan,24,Belgium,0,0,1,1,Belgium,255599022005,10203008
Summer,1996,Atlanta,United States,1,United States,44,32,25,101,United States,8100200000000,269394000
Summer,1996,Atlanta,United States,2,Germany,20,18,27,65,Germany,2436963867949,81914831
Summer,1996,Atlanta,United States,3,Russia,26,21,16,63,Russian Federation,391721392325,147739000
Summer,1996,Atlanta,United States,4,China,16,22,12,50,China,856084729312,1217550000
Summer,1996,Atlanta,United States,5,Australia,9,9,23,41,Australia,401579666161,18311000
Summer,1996,Atlanta,United States,6,France,15,7,15,37,France,1572776381587,59752020
Summer,1996,Atlanta,United States,7,Italy,13,10,12,35,Italy,1266354134494,56860281
Summer,1996,Atlanta,United States,8,South Korea,7,15,5,27,"Korea, Rep.",557643607434,45525000
Summer,1996,Atlanta,United States,9,Cuba,9,8,8,25,Cuba,25017300000,10980758
Summer,1996,Atlanta,United States,10,Ukraine,9,2,12,23,Ukraine,44558077827,51057189
Summer,1996,Atlanta,United States,11,Canada,3,11,8,22,Canada,613761642831,29671900
Summer,1996,Atlanta,United States,12,Hungary,7,4,10,21,Hungary,45930691794,10311238
Summer,1996,Atlanta,United States,13,Romania,4,7,9,20,Romania,35333677695,22619004
Summer,1996,Atlanta,United States,14,Netherlands,4,5,10,19,Netherlands,417980392157,15530498
Summer,1996,Atlanta,United States,15,Poland,7,5,5,17,Poland,156684099254,38624370
Summer,1996,Atlanta,United States,16,Spain,5,6,6,17,Spain,622428740313,39478186
Summer,1996,Atlanta,United States,17,Bulgaria,3,7,5,15,Bulgaria,8890316778,8362826
Summer,1996,Atlanta,United States,18,Brazil,3,3,9,15,Brazil,839682618645,164392423
Summer,1996,Atlanta,United States,19,Great Britain,1,8,6,15,United Kingdom,1241831513261,58166950
Summer,1996,Atlanta,United States,20,Belarus,1,6,8,15,Belarus,14756861538,10160000
Summer,1996,Atlanta,United States,21,Japan,3,6,5,14,Japan,4706187126020,125761000
Summer,1996,Atlanta,United States,22,Czech Republic,4,3,4,11,Czech Republic,64894609845,10315241
Summer,1996,Atlanta,United States,23,Kazakhstan,3,4,4,11,Kazakhstan,21035357833,15577894
Summer,1996,Atlanta,United States,24,Greece,4,4,0,8,Greece,138028597015,10709173
Summer,1996,Atlanta,United States,25,Sweden,2,4,2,8,Sweden,276456158664,8840998
Summer,1996,Atlanta,United States,26,Kenya,1,4,3,8,Kenya,12045865466,28186224
Summer,1996,Atlanta,United States,27,Switzerland,4,3,0,7,Switzerland,312031429538,7071850
Summer,1996,Atlanta,United States,28,Norway,2,2,3,7,Norway,160158299482,4381336
Summer,1996,Atlanta,United States,29,Denmark,4,1,1,6,Denmark,184435821822,5263074
Summer,1996,Atlanta,United States,30,Turkey,4,1,1,6,Turkey,181475555283,59442502
Summer,1996,Atlanta,United States,31,New Zealand,3,2,1,6,New Zealand,69445176842,3732000
Summer,1996,Atlanta,United States,32,Belgium,2,2,2,6,Belgium,275796742671,10156637
Summer,1996,Atlanta,United States,33,Nigeria,2,1,3,6,Nigeria,34987951375,111166210
Summer,1996,Atlanta,United States,34,Jamaica,1,3,2,6,Jamaica,6527302708,2509923
Summer,1996,Atlanta,United States,35,South Africa,3,1,1,5,South Africa,143731991361,40000247
Summer,1996,Atlanta,United States,36,North Korea,2,1,2,5,"Korea, Dem. Rep.",0,22016518
Summer,1996,Atlanta,United States,37,Ireland,3,0,1,4,Ireland,74364964645,3637510
Summer,1996,Atlanta,United States,38,Finland,1,2,1,4,Finland,128308309604,5124573
Summer,1996,Atlanta,United States,39,Serbia and Montenegro,1,1,2,4,Montenegro,0,613774
Summer,1996,Atlanta,United States,40,Indonesia,1,1,2,4,Indonesia,227369671349,197097887
Summer,1996,Atlanta,United States,41,Ethiopia,2,0,1,3,Ethiopia,8482883273,58815116
Summer,1996,Atlanta,United States,42,Algeria,2,0,1,3,Algeria,46941496308,29845208
Summer,1996,Atlanta,United States,43,Slovakia,1,1,1,3,Slovak Republic,27284429658,5373361
Summer,1996,Atlanta,United States,44,Iran,1,1,1,3,"Iran, Islamic Rep.",110573439131,61440887
Summer,1996,Atlanta,United States,45,Argentina,0,2,1,3,Argentina,272149750000,35264070
Summer,1996,Atlanta,United States,46,Austria,0,1,2,3,Austria,234676456979,7959017
Summer,1996,Atlanta,United States,47,Croatia,1,1,0,2,Croatia,23341405840,4494000
Summer,1996,Atlanta,United States,48,Armenia,1,1,0,2,Armenia,1596968913,3173425
Summer,1996,Atlanta,United States,49,Portugal,1,0,1,2,Portugal,121154795945,10057861
Summer,1996,Atlanta,United States,50,Thailand,1,0,1,2,Thailand,181947631900,59562136
Summer,1996,Atlanta,United States,51,Namibia,0,2,0,2,Namibia,3491458688,1705309
Summer,1996,Atlanta,United States,52,Slovenia,0,2,0,2,Slovenia,21149908176,1988628
Summer,1996,Atlanta,United States,53,Moldova,0,1,1,2,Moldova,1695130484,3667748
Summer,1996,Atlanta,United States,54,Uzbekistan,0,1,1,2,Uzbekistan,13948892216,23225000
Summer,1996,Atlanta,United States,55,Malaysia,0,1,1,2,Malaysia,100851389334,21259831
Summer,1996,Atlanta,United States,56,Georgia,0,0,2,2,Georgia,3094915506,4616100
Summer,1996,Atlanta,United States,57,Trinidad and Tobago,0,0,2,2,Trinidad and Tobago,5759537848,1258365
Summer,1996,Atlanta,United States,58,Morocco,0,0,2,2,Morocco,36638763639,27237150
Summer,1996,Atlanta,United States,59,Costa Rica,1,0,0,1,Costa Rica,11843228540,3566605
Summer,1996,Atlanta,United States,60,Hong Kong,1,0,0,1,"Hong Kong SAR, China",159717233622,6435500
Summer,1996,Atlanta,United States,61,Burundi,1,0,0,1,Burundi,869033856,6294482
Summer,1996,Atlanta,United States,62,Ecuador,1,0,0,1,Ecuador,24180150997,11557151
Summer,1996,Atlanta,United States,63,Syria,1,0,0,1,Syrian Arab Republic,13789560878,14746306
Summer,1996,Atlanta,United States,64,Philippines,0,1,0,1,Philippines,82848194395,71184718
Summer,1996,Atlanta,United States,65,Tonga,0,1,0,1,Tonga,219583570,96218
Summer,1996,Atlanta,United States,67,Zambia,0,1,0,1,Zambia,3270303803,9073311
Summer,1996,Atlanta,United States,68,Bahamas,0,1,0,1,"Bahamas, The",3609000000,283678
Summer,1996,Atlanta,United States,69,Latvia,0,1,0,1,Latvia,5585292783,2457222
Summer,1996,Atlanta,United States,70,Azerbaijan,0,1,0,1,Azerbaijan,3176749593,7763000
Summer,1996,Atlanta,United States,71,Mozambique,0,0,1,1,Mozambique,3241719358,16463426
Summer,1996,Atlanta,United States,72,Israel,0,0,1,1,Israel,105100103996,5692000
Summer,1996,Atlanta,United States,73,Mongolia,0,0,1,1,Mongolia,1345719435,2316598
Summer,1996,Atlanta,United States,74,Tunisia,0,0,1,1,Tunisia,19587322786,9089300
Summer,1996,Atlanta,United States,75,Puerto Rico,0,0,1,1,Puerto Rico,45341000000,3724655
Summer,1996,Atlanta,United States,76,Lithuania,0,0,1,1,Lithuania,8426600000,3601613
Summer,1996,Atlanta,United States,77,India,0,0,1,1,India,399786888571,973147577
Summer,1996,Atlanta,United States,78,Uganda,0,0,1,1,Uganda,6044585327,21407693
Summer,1996,Atlanta,United States,79,Mexico,0,0,1,1,Mexico,401777516321,97201533
Winter,1994,Lillehammer,Norway,1,Norway,10,11,5,26,Norway,124519241669,4336613
Winter,1994,Lillehammer,Norway,2,Germany,9,7,8,24,Germany,2148005303122,81438348
Winter,1994,Lillehammer,Norway,3,Russia,11,8,4,23,Russian Federation,395086555837,148336000
Winter,1994,Lillehammer,Norway,4,Italy,7,5,8,20,Italy,1059079564102,56843400
Winter,1994,Lillehammer,Norway,5,United States,6,5,2,13,United States,7308700000000,263126000
Winter,1994,Lillehammer,Norway,6,Canada,3,6,4,13,Canada,564493995313,29111906
Winter,1994,Lillehammer,Norway,7,Switzerland,3,4,2,9,Switzerland,276720695310,6993795
Winter,1994,Lillehammer,Norway,8,Austria,2,3,4,9,Austria,201444060957,7936118
Winter,1994,Lillehammer,Norway,9,South Korea,4,1,1,6,"Korea, Rep.",423434190055,44453000
Winter,1994,Lillehammer,Norway,10,Finland,0,1,5,6,Finland,100630620376,5088333
Winter,1994,Lillehammer,Norway,11,Japan,1,2,2,5,Japan,4850348016492,124961000
Winter,1994,Lillehammer,Norway,12,France,0,1,4,5,France,1368008034026,59325793
Winter,1994,Lillehammer,Norway,13,Netherlands,0,1,3,4,Netherlands,351190216733,15382838
Winter,1994,Lillehammer,Norway,14,Sweden,2,1,0,3,Sweden,217546397097,8780745
Winter,1994,Lillehammer,Norway,15,Kazakhstan,1,2,0,3,Kazakhstan,21250839258,16095199
Winter,1994,Lillehammer,Norway,16,China,0,1,2,3,China,559224707281,1191835000
Winter,1994,Lillehammer,Norway,17,Slovenia,0,0,3,3,Slovenia,14385505626,1989443
Winter,1994,Lillehammer,Norway,18,Ukraine,1,0,1,2,Ukraine,52549555010,51921041
Winter,1994,Lillehammer,Norway,19,Belarus,0,2,0,2,Belarus,14931599418,10227000
Winter,1994,Lillehammer,Norway,20,Great Britain,0,0,2,2,United Kingdom,1080029078665,57865745
Winter,1994,Lillehammer,Norway,21,Uzbekistan,1,0,0,1,Uzbekistan,12899074347,22377000
Winter,1994,Lillehammer,Norway,22,Australia,0,0,1,1,Australia,322830854376,17855000
Summer,1992,Barcelona,Spain,2,United States,37,34,37,108,United States,6539300000000,256514000
Summer,1992,Barcelona,Spain,3,Germany,33,21,28,82,Germany,2064370695053,80624598
Summer,1992,Barcelona,Spain,4,China,16,22,16,54,China,422660918111,1164970000
Summer,1992,Barcelona,Spain,5,Cuba,14,6,11,31,Cuba,22085858204,10757891
Summer,1992,Barcelona,Spain,6,Hungary,11,12,7,30,Hungary,38009547806,10369341
Summer,1992,Barcelona,Spain,7,South Korea,12,5,12,29,"Korea, Rep.",329885864344,43663000
Summer,1992,Barcelona,Spain,8,France,8,5,16,29,France,1372967781908,58849212
Summer,1992,Barcelona,Spain,9,Australia,7,9,11,27,Australia,325389525494,17495000
Summer,1992,Barcelona,Spain,10,Spain,13,7,2,22,Spain,612583910505,39067745
Summer,1992,Barcelona,Spain,11,Japan,3,8,11,22,Japan,3852794371594,124229000
Summer,1992,Barcelona,Spain,12,Great Britain,5,3,12,20,United Kingdom,1106226746227,57580402
